text,label
أنصح فيه غيري . . غرف واسعة ومريحة ،، طاقم عمل خدوم جدا ،،. المصاعد بطيئة ،، والموقع بجانبه اعمال بناء مزعجة .,positive
يوفر الوقت 😍,positive
برنامج مفيد,positive
تحفه بجد واسعارها روعه 😍🥰❤️,positive
لقد اعتمدت هذا الفندق لجميع زياراتي الى دبي تقيمي للفندق ممتاز . فندق صن اند سكاي فندق ممتاز وارتحنا فيه انا واصدقائي جدا من ناحيه الموقع والخدمات والنظافه والتعامل من طاقم الاستقبال جدا راقي. دورات المياه ضيقه قليلا,positive
ممتاز جدا جداجدا,positive
لكنه لا يشمل جميع المطاعم,positive
مرا حلو او سهل لطلبات ❤اشكركم على التطبيق 💞,positive
يا الهي كيف يكتب هذا الرجل,positive
يناقش أدوارد سعيد في هذا الكتاب الاستشراق كظاهرة ثقافية يشوبها الكثير من التحامل الغربي على الشرق ،، يظهر ذلك في سطحية النظرة الغربية للثقافة العربية و الاسلامية بل و الشرقية بصفة عامة فيلعب المستشرق دور الراصد لما يعتقد أنه همجية في مقابل الحضارة و التقدم الغربي فينجرف وراء نحن مقابل هم أو المسيحية و الحضارة مقابل البدائية و هنا تظهر كثير من الدراسات الاستشراقية كدعامة للعنصرية و التعالي الأوربي على الشعوب الأخرى الأقل درجة في رأيهم ،، ناقش إدوارد سعيد بشكل كبير الاستشراق من عدة جوانب مستشهدا بالعديد من الكتابات الاستشراقية على مدى فترات طويلة ،، كذلك ناقش دورها في التنظير للاستعمار و بناء صورة مشوهة عن الشعوب التي تقع في جنوب و شرق أوربا و الصورة النمطية التي رسمها هؤلاء المستشرقون وأصبحت كحقيقة لا يمكن مناقشتها بل و تم البناء عليها بشكل مستمر من الأجيال الأوربية التالية ،، في نهاية هذه الطبعة التي ترجمها الدكتور محمد عناني بشكل متميز سجل المؤلف ردود الفعل المعادية لكتابه و آرائه من بعض المهتمين بالشأن الاستشراقي و ناقش حججهم و انتقاداتهم بشكل جميل ،، الكتاب متميز و غني بالمعلومات و الحقائق و الأفكار المتميزة للمؤلف,positive
Good app Good service,positive
باسم الله الرحمن الرحيم. عمل في منتهى الروعة . يقع الكتاب في نيف وسبعين صفحة من القطع المتوسط، تدور أحداث هذه القصة إبان الحرب العالمية الثانية.. تتمتع هذه الرواية بدقة الوصف، أخص بذلك وصف العزلة لتي مر بها أحد شخصيات هذه القصة.. لا أريد الخوض في الحديث لا عن الشخصيات والأحداث خوفا من إفساد القصة.. بحق تستحق القراءة، واستمتعت بها كثيرا، أحداثها شيقة ووتيرة الأحداث معتدلة والسرد معتدل من دون إطالة لا إخلال، أنصح بقراءتها.. لا أظن أني سأعود لقراءتها مرة أخرى.,positive
كتاب رائع. يجمع فيه البرفسور سليم الحسني العصور الذهبية للمسلمين المفقودة في الحضارة الغربية. أنصح أي شخص يرغب بحوار آخر ينكر الحضارة الإسلامية وأثرها على حضارة اليوم بقراءته لأنه مدعم بأمثلة عن آثار المسلمين في كل المجالات الأساسية,positive
اول كتاب اقرئه للمؤلف انبهرت بالروايه والاسلوب صبغته المسيحيه واضحه جدا وهو يصف رحلة ايلياالنبي من مرحله التلقي والايمان البسيط مارا بالشك والالحاد والمناقشه والمصارعه مع الله والجدال ثم الخصام ثم تأتي الانفراجه وانفتاح الذهن وهو يفهم مقاصد الله وطريقه معاملاته الروايه تخيليه عن الفتره الثلاث سنوات انقطاع مطر قضاها في صرفه صيدا باختصار من اروع ما قرأت,positive
التطبيق سهل الاستخدام.غني بالخيارات.ودقيق..رائع جدا,positive
لعبه جميله مع الشعب,positive
\\أحب هؤلاء الذين لا يجدون على أنفسهم مشقة في أن يقولوا للجميل أنه جميل.\\\\,positive
هي مجموعة قصص قصيرة... استأثرت قصة إيرينديرا، وجدتها؛ بالحجم الكبير... وفي مجموعها؛ فهي قصص رائعة... خيالية... أو لنقل أنها تتحدث؛ عن عوالم؛ لم نعرفها، ولم نعشها...,positive
ع أني اخر وحده تروح موسم جده الأ انه فعاليات هالسنة غير طبيعية بجمإلها وحماسهاشيء يعجّز التعبير عن وصفه حقيقي😭🖤.,positive
استثنائي. . سعر الوجبات للغرف مرتفع جدا,positive
جيد . طاقم العمل رائع ومميز في عمله موقع الفندق جيد. اخذ رسوم ومبلغ غير المبلغ في موقع بوكنق ايضا رسوم على دخول الضيوف الافطار غير متنوع,positive
بعد أن تقرأ الرواية وتطلع على حال ملايين البشر الذين تجرعوا صنوف الألم والعذاب وتقارن ذلك بحالك .. لن تستطيع النوم .. صدقا لن تستطيع لأن قوله تعالى ثم لتسألن يومئذ عن النعيم سيتردد في عقلك طوال الوقت. اللهم يسر لنا طريقا ننصر به إخواننا في فلسطين وأسعدنا بتحرير المسجد الأقصى وارزقنا فيه صلاة يا رب العالمين,positive
أعجبني فيديو @user على http نوال الزغبي زفة طلت اميرتنا,positive
حفلة ورى حفلة بتبدع أكثر و تبهرني أكثر أنغام في الرياض غيييير ♥️,positive
روووعة لو يجدد . موقع الفندق و أروع إط لته ع شاطي البحر والمسجد ..الشاطي والرمال. البوفيه ا كل.طعم ا كل ب مستوى فندق ستار الديكور ف الغرف يحتاج تجديد بالكامل,positive
@user الشروق في مكة ٥:٤٢ أعتقد مناسب 😅,positive
تطبيق رائع.. بس ليش ما بيجيني رصيد,positive
لاول مره تطبيق فعلا ممتاز وايجابي في المنطقه العربية,positive
رائع. الراحه والهدوء وكل شيء جميل. الموقع لكثرة صيانة الشوارع والتحويلات,positive
#الامارات ستكون في أول الصفوف باذن الله,positive
لم يرسل كود التفعيل,positive
اكثر من رائع سرعة توصيل تساعد سيدة البيت كثيرة,positive
نوع من التجديد نحتاجه للخروج من الطرق التقليدية للكتابة والقراءة معا. لم أتفاعل مع أي كتاب أكثر من هذا. شعرت بأنني أقرأ وأكتب في الوقت ذاته فبطريقة ما شعرت بأنني أنا رفعت وأن الصفحة القادمة التي أقرأها فيها مصيري فيجب أن أكون أكثر حذرا. اللغز استهلك مني شهورا لحله وللرجوع إلي الأعداد السابقة ولكنه كان مسليا بحق,positive
السعر في البرنامج أكثر من السعر في المقهى + رسوم التوصيل,positive
كلنا معانا فلوس في الفيزه بس هنحاسب التكسي ازاي ؟😂,positive
جيد جدا. . الفندق لم يوفر لي سياره من المطار مع أني اكدت هذا الموضوع معهم,positive
أعجبتني.. عشت أحداثها وشعرت بنفسي داخل المشاهد لذلك آلمتني ..,positive
رحلة منسقة . كل شي موضح عن طريق الموقع ولا تحتاج إلى أن تسأل أحدا. مالم يعجبني في حجز الفنادق لديكم أنه عندما احجز الفندق يأتيني بسعر وعند الدفع للفندق يكون بسعرأعلى من الموضح لديكم وعند سؤالي للفندق يقال لي أنها الضرائب وغيرها فلماذا لايتم إعطاء السعر الصحيح ليتسنى لنا معرفه السعر الصحيح مع الضرائب فقد حدثت لي هذا المشكله في الكويت والآن في آخر حجز لي عندكم .وشكرا,positive
جيد جدا ، المشكلة أن كل طلبية لازم أرسل الموقع ورقم البناية والكل التفاصيل ؟؟!! ليس ما أنا مسجل كل شي في البرنامج مسبق,positive
من عنوان الكتاب إلي كل حكاية من حكاياته المنفصلة/المتصلة ، من تعميمه و فلسفته إلي تفاصيله و إسقاطاته ، من صراحته و صدقه المفرطين إلي بساطته و تجرده .. كل زواية صغيرة من زوايا الرواية عالم متفرد بذاته ... الأحاديث اللطيفة الصغيرة التي تختصر العمر ، التجارب الأساسية التى تحدد رؤيتنا عموما ، الجمل المختصرة التى تختذل كل ماحدث ، تلك التي يمكن أن تراها مصاحبة لصور هيومانز أوف نيويورك ، أو تشاهدها فى افتتاحيات أفلام كوانيت تارينتينو ، تلك الأحاديث التي تؤكد عليك أن أفكارك الغريبة المريبة التي تخشي أن تخبرك نفسك حتي أنها فعلا تروادك ، ثم تطمأن إلي أنها ليس بذلك التفرد ، على العكس هي أساسية عند آخرين لدرجة أن يحكوها إذا اضطروا أن ينجزوا أعمارهم فى كلمات معدودة .. تمتد تلك الأحاديث بطول السبع حكايا اللاتي يشكلن الرواية ... بالطبع مجون أكثر مما يمكن غض النظر عنه ، لا أهاجم تواجده بتلك الصورة الفجة بقدر ما أذهل من حقيقة تواجده فى أوربا تلك الفترة ... أول كتاب منذ شهرين كاملين ، أول كتاب لكونديرا ، و لن يكون الأخير ..,positive
مذهل . كل ماهو موجود بالفندق. عدم توفير خدمة الانترنت,positive
طه الغريب ولست ادري ان كان طه هو الغريب ام الواقع هو الذي تغرب عنه .. كلنا ذاك الغريب كل من كان له حلم قتل بسبب الواقع هو غريب او ان الواقع هو من تغرب عنه ولكم كثير احتقاراتي .. الروايه رائعه واقعيه جدا علي قدر ما هي خياليه ومشاعر متداخله متاثرتش اثناء قراتها بقدر انفعالي ولكن لما انتهيت منها انفجرت من البكاء تحكي عن الواقع باختصار وكل من يحلم يعيش مغتربا في دنيا الخيال ولكن ما اعجبني بحق انه ابدا لايفوت الوقت علي التغيير .. الان افهم لماذا مات الغريب .. روايه تستحق القراءه بالعقل والقلب والكيان,positive
ارجو ان تضيفون منطقة بحرة,positive
لأول مرة بوكنج يخذلني . نظيفالموقع هادئ. حجزت من بوكنج وكان من مميزات الغرفة وجود حوض استحمام وعند الوصول لم يكن متوفر وفي حال رغبتي فيه طلب مني ترقية الحجز على حسابي وللأسف بعد الاتصال في بوكنج لم تتم خدمتي,positive
خدمه سريعه,positive
برنامج رائع جداً ومفيد,positive
"#غوتشي ""فلورا"" النسائيمع نغمات عطرية أكثر عمقاً وجاذبيةاحصلي عليه من #نقطة_الأناقة الآن في #أملج http",positive
الكتاب خفيف ورائع ..يفتح للقارئ مجالا في التفكر وإعطاء نفسه فرصه لطرح التساؤلات التي أوردها الكاتب ... الكاتب تحدث بواقعية دعمها بنصوص من القرآن الكريم ..الكتاب جميل .,positive
بمثابة عالمية . كل حاجة. لا شي,positive
لله دركم.. أشهده أني أحبكم وأحب صاحبكم.,positive
سكن مناسب ومريح . بشاشة العاملين.,positive
سمح المحيا لا ضحك ينجلي الهم جامع تواصيف الرضا في حلاياه❤️,positive
استثنائي. الاطلاله المباشرة للحرم. الاسعار المرتفعة للطلبات الخارجية,positive
ممتعة يستحق الزيارة مرة اخرى أتمنى المحافظة على مستويات الاداء والنظافة . . الحمام صغير تصريف الارضية,positive
شركة محترمة وعروض حقيقية عن تجربة استفدت بأكثر من عرض شكرا لكم,positive
عودة الغائب الجزء التانى لحكومة الظل الا انها لم تكن على نفس المستوى من الحبكة الدرامية. كثرة الاشخاص فى هذا الجزء خلانى اتوه من الكاتب وبالتالى استلزم الموضوع انى اركز اكتر معاه عشان مايحصلش ده تانى. الا ان الرواية فى مجملها رائعة :,positive
وااااو جميل جدا,positive
يا الله . ذكرتني بروايات دان براون حماس وشد اعصاب. احاول احصل الجزء الثاني حتى لو الكتروني لازم نشوف وش يصير بالنهايه. انصحكم فيه,positive
اليوم دا عظيم ... -اشمعنى؟؟؟ نص مصر اتولدت فيه 😂,positive
لم أقرأ الكتاب قراءة إنما سمعته وتعرضت له من خلال الفيلم الوثائقي الذي شارك فيه الفيلسوف المسيري نفسه رحمه الله، حيث يعرض لك رحلاته الجغرافية والفكرية وخاصة قصته من الشك لليقين وما أثر فيه، فسيرته لا شك مشوقة ولافتة ففيها من التقلبات وا فكار ما فيها، والتي أثرت بالمسيري وتكشف لك كم كان هذا الرجل إنسانيا صاحب فطرة سليمة أدركها فيما بعد رغم تقلبه وتجربته في عالم ا فكار المتصارعة.,positive
استثنائي. المكان والفرش نظيف جداالموقع جيدالاستقبال والموظفين جيدين. رائحة تنبعث من دورة المياه ...,positive
استخدمه بالسفر و ممتاز,positive
ممممم أنهيت عامي بسوداوية، لكنها في أغلبها سوداوية حقة، والحقيقة مرة . على هذا الكتاب أن يكون مرجعا للمواطن العربي خصيصا ف.. ليعشق سوداويته أكثر فأكثر.ويبقى. مع ذلك نحب دائما، وهذه ال مع ذلك تستغرق أبدا بحاله : . مع ذلك... أميل لأكون متشائلة تلك اللفظة التي اخترعها فيما أظن الرائع اميل حبيبي . التشاؤل أرحم من التفاؤل المميت ببطء، ومن التشاؤم القاتل على الفور . الكثير مما ورد في الكتاب، أعجبني، وابتسمت لصحته جدا : . والكثير لم يعجبني وقرأته دون تركيز وبلا تأمل خاصة فيما يتعلق بفصل الدين. كان بودي أن أدرج ملحوظات حول بعض ما كتبته،، لكني ما زلت تحت تأثير السوداوية التي انتابتني مساء هذا اليوم.. بالرغم من عودتي للحب الذي اعتراني فجأة في الأيام الأخيرة..,positive
وقف شامل لإطلاق النار في اليمن لمدة اسبوعين هذه من فوائد كرونا,positive
ابليكيشن ممتاز جدا جدا,positive
نظارة ونظافة مكان الإقامة والممرات ورائح زكية في جميع أنحاء الاوتيل وملحقاته وكذلك الصالة الرياضية . الطاقم العامل في قمة الأخلاق وهم محمد جاد ومهدي و مينا وأحمد مجدي وإبراهيم الابتسامة الدائمة وغيرهم ممن لايحضرني أسمائهم من العمالة والسكرتية ولوحظ منهمالحرص على إرضاء النزلاء وتقديم ارقى أنواع الخدمات وجدنا ملاحظة بسيطة جدا في الغرفة وقاموا بعمل أب قريد مع تقديم الاعتذار رغم بساطة الأمر. للأمانة لاشيء يذكر,positive
مبعد جربته 😕,positive
#موسم_الرياض يستقطب الكثير من السياح وهيئة الترفيه سوت موسم كبير وجميل ونفتخر فيه 🔥😍,positive
جيد. حسن التعامل من قبل إدارة الفندق في المخالصة الماليه وطريقة السداد وتعاونهم بشكل لائق وأكثر احترافيه وايضا الشكر موصول لموقع بوكنج في سرعه تواصله معنا.,positive
روووووووعه والتوصيل يوصل بالوقت المحدد,positive
شكرا علي الموقع الجميل 😙💓من أي دوله الي مسوي الموقع اهنيه علي الاختيار الصح,positive
حلقت روحي مع هذا الكتاب في رحاب الجمال والجلال الإلهي... . يجعل تفكيرك يغوص بحثا عن فطرتك السليمة و ما جبله الله عليك من سحر الجمال الرباني كل ذلك بعيدا عن دخان الحرائق المشتعلة بهذا الزمان التي جعت من التدين و الالتزام أسيرا في قفص المظاهر و شهوة الكلام . فهذه تختزل تدينها في قطعة قماش هنا و الآخر في بضع كلمات يتقن استظهارها تغافلا منهم عن خيوط عنكبوت غطت عن ملامح الروعة و الجلال المهيئتين لحب ذي الجلال و الجمال . قد يجعلك تعيد النظر في تدينك,positive
افضل اطلب و انت في مكانك,positive
ممتاز يفك ازمه😁,positive
اول كتاب لدكتور واين داير و بإذن الله لن يكون الاخير,positive
لماذا لم تدقوا باب الخزان ؟. لماذا ؟ لماذا؟,positive
Fantastic news of the world cup,positive
انا اخاف أطلب,positive
ما ان تدخل عالم ديوستويفسكى او بالادق يدخل هو عالمك حتى تدرك كم تغير ذلك العالم كثيرا ..لقد امتلك دوستويفسكى فهما عميقا وتحليلا نافذا وفدرة محيرة على سبر اغوار النفس البشرية فما ان تطوى صفحات تلك الرواية حتى تدرك انك بطلها الحقيقى لا بل انت مجموع ابطالها جميعا بما تحمل نفسك من. مشاعر وصراعات ودوافع وتناقضات تموج بها النفس البشرية .ان رواية واحدة لدستويفسكى كالجريمة والعقاب بما تقدم من مذاهب واتجاهات فكرية مختلفة وبما تطرح من تساؤلات عن حقيقة الحياة التى نحيا والموت الذى ننتظر تساؤلات عن الايمان والكفر عن الخير والشر عن العذاب والفقر عن الوجود والعدم لها تاثير قد يفوق ما تجد فى كتب تناولت كل فكرة من تلك الافكار على حدة. ان الجريمة و العقاب وديستويفسكى ستظل فى مقدمة الاعمال العظيمة التى تناولت النفس البشرية بمحاولات الفهم والدراسة والتحليل,positive
يستحق 5 نجوم وأكثر برنامج رهييييييييييييييب 👍,positive
احسن اختيار,positive
#اي_مدينه_سعوديه_تحبها #جدة اعشقها و #الطايف احُبها لان احلى ذكرياتي فيها وكل صيفيه نروح لها هياا تعالو #فويس محترم وبدون قلة ادب🤣,positive
الرواية رائعة وتستحق القراءة . تتحدث عن فترة في التاريخ الفلسطيني لم تأخذ حقها من التوثيق.هذه أول مرة اسمع بها عن ظاهر العمر الزيداني وهوأول ملك رمزي للجليل وما حولها في وقت كان كل هم الولاة والمتسلمين والمتصرفين في زمن الدولة العثمانية والباب العالي هو جبي المال واستلاب أرزاق الناس .. منذ أن تولى ظاهر متسلمية طبريا جعل نصب عينيه أن يجعل هذا البلد آمنا ، قنديل ظاهر الذي انطفأ أولا قبل قناديل أشقائه وهو ما دعاهم لتسليمه منصب أبيهم حتى يتحللوا من عهدهم للدولة طال زيته حتى فاق الثمانين عاما. لقد نجح ظاهر في مشروعه فكان ظاهرة فريدة استحقت أن يطلق عليها ملك الجليل .. جمع ظاهر في مملكته بين الطوائف والملل من نصارى ويهود ومتاولة وموارنة أيضا ، كما وتعامل مع الأجانب.. تحقق جزء من حلمه لكن وللاسف يد الخيانة لم تمهله لتحقيق بقية حلمه. الخيانة التي طالت احلام الشعب الفلسطيني بكل مراحل تاريخه.. لم يعحبني كثرة الخيال في الرواية.الذي ابعدنا عن واقع جميل نحتاج ان نسمع عنه اكثر بكامل تفاصيله.,positive
ضعيف انا أمام تلك العيُون التي تجعل قلبي ينبض متبعثراً في حبها ❤️,positive
جيد. اغجبني الموقع والنظافه الفتدق. خدمه الواي فاي محدوده لشخص واحد,positive
والله احلى واحد انا ما اجرب غيره لا تهتم باي احد كذابين والله يجنننن يوصل بسرعه وحدثوه وفي هبات الديره وكل الي تبيب و لا تسجل دخول لان ما فيه بي حط عنوانك و قول تنفيذ سريع وبس يحتاج ١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠نجمه 🙈🖤🤣🌚,positive
السفر والاكل والطلعات و الفلوس هذول ام الدنيا مصر امك انته.,positive
برأيي هذا الكتاب أكثر من رائع. فهو يبث فى النفس جرعة مكثفة من الأمل والتفاؤل والعزيمة والاصرار. أبدعت الأستاذة سلوى مؤلفة الكتاب وبذلت جهد مشكور فى جمع وسرد مجموعة كبيرة من القصص الواقعية منها ما هو مشهور ومنها ما أقرؤه لأول مرة. رأيت أنه يستحق الخمس نجمات دون تردد. فقد وجدت فى قراءته متعة كبيرة جدا. أنصح بقراءته. وأهديه لكل من ضاقت عليه نفسه ... لكل متشائم ... لكل يائس. شكرا أستاذة سلوى. جزاك الله عنا خيرا كثيرا وجعل الله هذا الجهد فى ميزان حسناتك. وثقل الله به موازينك :,positive
رب الجهل هذه البلد الامنا ❤️المملكة العربية السعودية فايروس كرونا,positive
القصه تحمل الكثير من التشويق يصل الي حد الرعب. فكره القصه جديده و من السهل الميل لإمكانية حدوثها. اعتب علي الكاتب الاطاله في بعض الأجزاء والتكرار. المعالجة الدرامية لقصه الحب حزينه جدا في رأيي ان التمسك بالحب القديم يمنع الشخص من الحياه فلا حياه في أمل زائف خصوصا و ان كان محرما,positive
ممتاز الله يوفقكم,positive
جيد. . الاسعار غاليه,positive
رواية متقنة الصنع،يوسف المحيميد قدم رواية خليجية مدهشة،اللغة كانت رائعة،انسياب الزمن كان ناجحا،الشخصيات خارجة من عالم المنسيين و الأقدار الداكنة،اللغة قادرة على جذب القارئ من أول فقرة لآخر سطر.,positive
كتاب مفيد جدا مع بساطة في السرد و منهجية في العرض أنصح بقراءته و خاصة في هذه الأيام الحالكة في حياة البشرية.,positive
كل واحد جايب ٩٤ ولا ٩٥ بكتبوله مبروك دكتور العيلة مش عارفين إنه ما رح يلحق رياضة بالأردنية 😂,positive
جيد جدا . قربة من الحرم الشريف الفطور ممتاز خدمة الغرف ممتاز بس أسعار الاكل غالي. الانترنت فقط يعطونك ربع ساعة يومية وأي فأي واسواء من السئ النت عندهم الساعة ب ريال واليوم ب ريال وفرق هذا الواي فاي عندهم سي الفرف صغيرة المواقف الخاص بالفندق عليها رسوم بالساعة ريال انصح للى جاي من بعيد يجي بتكسي انسب وارخص,positive
روعه . نعم كان جميلا. توسعة المواقف تحت المبنى,positive
يتأخر مرات والاكل يكون بارد.. بس حلو اكله,positive
شطرنج واحنا عساكر وعجبى,positive
#موسم_جدة ياجماعه والله موسم جده ممتع .. اشوف الناس كيف مبسوطه ومحلله كل الفعاليات😍👍🏻,positive
ممتاز رقم١,positive
استثنائي. نظافة المكان اكثر مايميز الفندق. لايوجد,positive
جميلة . نظافة الفندق موقع الفندق الوايفاي مجاني. المواقف لسيارات,positive
تطبيق حلو بس كل مااجى افتحو يقولى تحديث ابل استور,positive
اتمنى تحطوا موقع عشان لما ارسل طلب يعرف البيت مو ارسل طلب ويقولي وين البيت ما اعرف اوصف البيت,positive
اقامه جميله في مكان جميل . المكان جميل جدا وقمه في الراحه. لاشئ,positive
أصبحنا وأصبح الملك لله 🌻☀️صباح_الخير,positive
جيد. . صغر حجم الغرفة صغيرة جدا عدم وجود تهوية للغرفة مكتومة جدا,positive
سهل وسريع، ولكن يحتاج اضافة صور الوجبات في غالبية المطاعم,positive
مدينة متكامله,positive
بكييييييييت 💙😭يارب وأخيرا تحقق حلم الالف العربي #SS7SinJeddah,positive
أجد الحياة في مشاركتها معك أنا مرتبطٌ بك أكثر من ارتباطي بتفاصيل الحياة.,positive
بصراحة اغلب انواع البرجر سيئه بس البرجر الاصلي لذيذ,positive
جميللللللل🏹,positive
التعامل في الاستقبال رائع مع كثرة سؤال موظفة الاستقبال كل يوم عند وجبة الافطار . التعامل رائع والنظافة جيدة لم يتمكن عامل النظافة من ترتيب الشقة وتنظيفها جيد في الدور السابع شقة رقم . عدم ترتيب الشقة بشكل جيد وترك ماهور مرمي على الكنب على ماهوعليه,positive
التطبيق جدا جميل لكن لو يجي الطلب اسرع بيكون افضل,positive
حبيت أتمنى تنزيلها,positive
ممتازجدا جدا,positive
القصة فعلا رائعة، التناغم مابين إظهار حاضر الشخصية و التطرق لماضيها يجعل تجانس رهيب بين الشخصية و ظروفها. قصة فعلا تستحق الترجمة، الا ان كلماتها و وقع الجمل سقطت مع الترجمة للعربية، كم أتمنى ان تعاد ترجمتها بأسلوب اكثر سلاسة. بغض النظر عن الكتابة القصة فعلا تستحق القراءة، تتحدث عن جريمة شرف، والقاتل نفسه ارتكب عدة جرائم تخل الشرف، يالها من عادة متناقضة، تطبق على المرأة دون الرجل,positive
إلي الآن يجد بس مش راضي يفتح,positive
اقوى شي في العااااااالم,positive
فندق جميل وطاقم عمل رائع وودوديين و متعاونيين جدا وخلوقين . كل شيء. سعر بوفيه الافطار مبالغ فيه,positive
يوصلو بسرعة 🖒🖒,positive
اول مره نتفق على شي انا وانته . يستاهل ابو اصيل رمز من رموز الفن العربي... رحمه الله واسكنه فسيح جناته..,positive
كن وغدا متشككا.. يكفينى ان خرجت من قراءة هذا الكتاب بهذه الجملة.. مقالاته عن الحروب البيولوجية مرعبة ... هذا العلم الذى سيؤدى الى هلاك البشرية يوما ما لا محالة,positive
جميل جداا واسعدني الجميل احمد وصل لي الطلب خلال ساعه كامله,positive
الامل. اكتر حاجه شدتني انها واقعيه,positive
عندما تنتهى من كتاب ينتابك الحزن لفقدانك صديق فما بالك إن كان عن الحبيب . قضيت قرابة شهر بصحبة هذا الكتاب بجزأيه وكانت من أجمل أيامى بصحبة الحبيب سيدنا محمد صلى الله عليه وسلم ..بالرغم إننى قرأت العديد من كتب السيرة ولكن الأسلوب الأدبى الذى تمتع به هذا الكتاب جعلك متشوقا للأحداث كأنك اول مرة تقرآها ولا يشعرك بأى ملل فى سرد تفاصيل الأحداث ... كانت رحلة موفقة مع هذا الكتاب الممتع وأنصح به من أراد القراءة عن الحبيب صلوات ربى وسلامة عليه . رزقنا الله صحبته فى الجنان على سرر متقابلين,positive
ممتااز ورائع 😍,positive
كابتن محترم جدا جدا,positive
لطالما استهوتني كتابات غازي القصيبي ولكن هذه الرواية حملتني الى تصديق كل ما جاء فيها .. وكأنه بالفعل يتحدث عن قصة حب انسية|جنية حقيقية.. بعد هذه الرواية تأكدت بأن القصيبي ينتمي الى نوع فريد من الأدب... قصة |رواية فريدة من نوعها ككاتبها,positive
تطبيق جميل ومفيد جدا بس ينقص الخضروات والفواكه,positive
شكرا لكم . النظافه وحسن تعامل الموظفين بشكل عام.,positive
عجييب ريحتاا,positive
حقيقي قمه في الروعه . قربه الشديد من امارات مولالنظافه مع حسن الاستقبال والتعامل. لايوجد امر معين,positive
النهارده عيد ميلاد اعند حد في حياتي والطف واحن واطيب واعظم واجمل هديه ربنا جبهالي اسراء اختي😘كبرت البنوته كبرت ست الكل 💜,positive
ترفيه عائلي . جيد جدا للترفيه العائلي. رائحة الغرف دون المستوى المطلوب.,positive
رااااااائع 👍,positive
تقيمي . اعجبني الهدوء و الراحه و النظافه. الانحطاط و تاخير افتتاح المسبح,positive
ترى هذا البرنامج حق دول الخليج بس وشكرا,positive
الخيار الأمثل . خدمات رائعة وعالية المستوى وسرعة الاستجابة ونظافة المكان والموقع رائع وقريب من الحرم. لاشي,positive
الموقع مناسب وبعيد عن الزحام . هيلتون فخامة.,positive
جميل . . رقم الحجز حق بوكك لا يتناسب مع رقم الحجز في الفندق,positive
هي عالم بالفعل انقصتها نجمة بسبب النهاية التي لم تروقني، عدا ذلك هي نص أدبي جميل ورائع فيه قدر كبير من التفاصيل الممتعة عن الشخصيات التي انتقي لها الكاتب نهايات لافتةذات دلالة. اثناء القراءة رغم جمال النص يشعر الشخص بالفزع من مجرد تصور إن هذه الاحداث وقعت بالفعل أو حتى جزء منها. كيف استطاع هذا الديكتاتور القضاء على كل خصومه ومنافسيه المحتملين ونكل بهم.,positive
استثنائي. كل شي جميل موظف الاستقبال أشرف جدا محترم. لايوجد ستاره عازله بين المروش ودوره المياه فيسبب في خروج الماء خارج البانيوكان معي سياره آجار فلا اعلم عن خدمه واسعار التاكسي,positive
فندق جميل ومريح . فندق ممتاز من جميع النواحي. لا توجد اي سلبيات,positive
رائع. ممتاز جدا والجناح مره نظيف وقربه من أماكن التسوق. السعر غالي جدا,positive
ممتاز. . لما ابي اروح المول استخدم الاصلنصير اللفت مرتين,positive
استثنائي. وجوده في نفس مول ا مارات. مدخله من الشارع عند استخدام السياره سيئ وبهو الفندق وخدمات الكونسيرج سيئه,positive
اشكر وزارة الثقافة عالفعالية اللي مسوينها لنا الحين @user,positive
حلو بس مفروض يكون التوصيل 5 ريال والطلب علي كيفي حتي الو سندويش ب10 ريال,positive
عشقت هذه الرواية ... بمعنى الكلمة، عشقتها. كنت أتباطأ بقراءتها عمدا لكي لا تنتهي ...,positive
ممتاز شكرا على التطبيق الروعه,positive
من أروع ما قرأت لمحمود درويش حتى الآن,positive
@user انت اللي قلت بتسوي لو انا 🙂😂,positive
