text,label
İdare eder,negative
"Ürün göründüğü gibi hiç değil. Yorumlara bakarak aldık ancak kumaşı çok kötü ve sert. Dikişler aynı şekilde çok kötü,  ürün aşırı kalitesiz. Boşuna para verdik. Özellikle pijamasının bir bacağı başka tonda diğer bacağı başka tonda. Kesinlikle tavsiye etmiyorum.",negative
Belin yüksek değil bikini gibi hiç göründüğü gibi durmuyor hayal kırıklığına uğradım iade ediyorum bu fiyata Doğru dürüst bir şey beklemiştim olmadı,negative
Nasıl oldu bilmiyorum fakat önceki aldığım renk ile aynı almama rağmen bu daha koyu geldi ürüne bir şey diyemem cidden çok güzel ki 2. yi sipariş vermiştim neden bir tık koyu geldi anlamadım ahhh bir de üstüne kırık geldi çevirme yeride bozuktu uğraşamadım geri göndermekle ürünümün yarısı çöp olasada yinede başarılı bir ürün.,negative
Beğenmedim çok parlak,negative
2 adet ürün aldım ikisinin kumaş kalitesi birbirinden çok farklı ve kalitesizdi memnun kalmadım...,negative
"Sevemedim, hemen kırıldı.",negative
Kumaş değil de tayt demek daha doğru olur,negative
mendil ve yağ çıkmadı....,negative
Çok dar bedeni bile sıkıyor,negative
Kullanmadım. Gozlalti kapaticimi surmek icin aldim ama surulmuyo bir kere çok fazla emiyo ve kurutuyo goz altini. Sungerle surmeye devam edicem,negative
Yazık verilen paralara,negative
"1 haftadır kullanıyorum ürünü henüz, kokusu harika ciltte bıraktığı his güzel yağlanmaya yapmıyor ağırlık yapmıyor, sanırım sivilcemi de kuruttu pek emin değilim çok ufak tefek çıktığından bende gerçi. ufakta gelmiyor dedikleri gibi normal boyut ve benim gözüm korkak değildir bayağı da bol sürüyorum asla bitmeyecekmiş gibi geliyor güzel nemlendiriyor. uygun fiyatlı bir şey arıyorsanız(malum karantina yüzünden paranın suyu çekildi) alabilirsiniz YORUMU YENİDEN DÜZENLİYORUM: sakın almayın serumdsn şu an bozuk ilaç kokusu geliyor resmen ve cildimde sivilce yaptı büyük büyük",negative
eldiven poşetinin içine krem sıkmışlar gibiydi tekrar bu fiiyata almam ama içindeki krem ellerimi yumuş yumuş yaptı manikürden çok nemlendirici olarak kulllandım,negative
Hiç beğenmedim pigment renkleri çok açık kahverengi türüncu gibi ayrıca aşırı küçük,negative
içindeki astar yaka kısmında çok kötü görünüyor  sürekli astarı içine sökmanız gerek o yüzden iade ettim,negative
yüzümü sivilce yaptı hassas cildim var bana yaramadi,negative
2 defa  yikadim her defasinda döktü  sacimi fakat sac tipine gore değişir. benim sac tipim kuru ve elektrikli,negative
Kumaşı çok dayanıksız ilk giymem de yırtıldı ağından,negative
2 gün de bozuldu,negative
Ne zaman kullansam yüzümde yeni sivilceler çıkması tesadüf değil bence yağlı cildim e gitmedi.,negative
Hiç işe yaramıyor çöpe attığım aldığımın ertesi günü,negative
fiyatı gibi berbat,negative
"65 kgyum ve M beden aldım ürünün kalitesi berbat korse gibi kalın formda değil, dikişleri baştan savma. hiç memnun kalmadım",negative
Beğenmedim,negative
berbat bir ürün sakın almayın dandik,negative
Çok dar bir ürün. bedeninizden 1-2 beden büyük alın derim,negative
Hiç memnun kalmadım iade bile istedim yüzümde morluk yaptıı sakın almayınn,negative
"Parlatıcıdan bir farkı yok , sürdükten sonra dudaklara verdiği yanma hissiyle işe yarıyo diye düşünüyo insanlar sanırım . Tamamen çöp  . Satın almayın paranıza yazık",negative
ürün çok kötü gözenekleri tıkıyo ve yapış yapış bir his bırakıyor,negative
Penye diye aldım ama naylonsu sentetik fazla sevmedim,negative
Rengi gerçekten çok açık :( kullanamayacağım boşuna almış oldum,negative
ürün çok kötü ve rahatsız edici önermiyorum.,negative
pigmentleri çok kötü.,negative
sahte olması dışında ürünün herhangi bir sıkıntısı yok. tam 1 yıldır kullanıyorum daha önceleri farklı yerlerden aldım herhangi bir sıkıntı yaşamadım. banyodan sonra saçlarım bildiğiniz keçe.,negative
Kullandım fakat lekelerimde azalma hissedemedim belki de bir paket kullandığımdan böyle oldu daha düzenli kullananlar için farklı sonuçları olabilir,negative
Koruma bant yok. Hiç beğenmedim. Çok kötü.Açilmiş ürün gönderiniz.,negative
Bildiğiniz tonik en fazla cildi  temizliyor fazla işe yaramiyor parasina degmeyen bir ürün,negative
Ürün çok kötü 30 derecede yikamama rağmen çöp oldu,negative
"peeling etkisi yok. temizlemiyorda, memnun kalmadım. ",negative
Ürün berbat kullandım sadece plastik kokusu kaldı bunları nasıl gönderiyorlar böyle anlamıyorum,negative
deneme aşamasında olduğundan puan vermiyorum bakalım ne kadar işe yarıyor,negative
Şaka gibi gerçekten açtığım saça tutmuyo boya 1 saat beklettim tutsun diye  sevmedim,negative
Rengi gözüktüğü gibi değil çok soluk aldığıma pişman oldum Almayın,negative
Görebilmek için mikroskop gerekiyor.,negative
Ben pek beğenmedim yüzüme uzak mesafeden de sıkıyorum ama yine de değdiği yerlerde makyajı emiyor ve iz bırakıyor memnun kalmadım,negative
Çok beğenmedim malesef,negative
En güçlü pilden alıp kullanmama rağmen cildimi tutmadı bile. Kaldı ki siyah nokta temizlesin. Direk iade ediyorum. Uç kısmını daha dar bekliyordum. Ucu okadar geniş yapılmış ki burnun kıvrımlı yerlerini ve üstünü çekim gücü olsaydı bile çekemezdi.,negative
Baskısı asla burdaki gibi kaliteli durmuyor ayrıca oversize yapılmaya çalışılmış ama olmamış tuhaf bir genişliği var.,negative
hiç kokusu yok....gercek ürünmu o da supheli,negative
İğrençç yüzüm sivilceyle doldu çok üzüldüm..sivilce korkusu olanlar almasın sakın !,negative
Çok kötü hiç bir etkisi yok,negative
Sanırım içinde yüklüce formaldehit bulunduruyor,negative
fiyatına göre iyi,negative
Kokusu ağır ve kötü tavsiye etmiyorum iade edeceğim,negative
çok güzel değil,negative
Beğenmedim hiç,negative
Boyutu avuç içiniz kadar gelmez net . Ayrıca kaliteside çok kötü . Renk vermesi için kat kat sürmek gerek . üzerine biraz daha para koyup daha kaliteli bir şey alınabilir . 👍🏻,negative
cildimi inanılmaz kurutuyor:(bana hiç yaramadı,negative
çok cirkin baska bir pajama yollamıslar,negative
memnun kalmadık çok anane işi duruyor,negative
Maalesef kaliteli bir ürün olarak bulmadım,negative
Tamamen başka bir ürün geldi hiç güzel değil direk kesiyor.,negative
Güzel yorum yapınca direk yayınlamışsınız kötü yorumlar yayınlanmıyor tebrik edilesi bir durum,negative
Kumaşı çok sert ve siyahı sanki yıllardır kullanıyor gibi önermiyorum,negative
Ürün çok küçük yok denecek kadar az,negative
çok kötü kesinlikle almayın.hiç almiyor bile,negative
Boyu kısa sürekli yukarı çekiyor,negative
Henüz kullanmadım,negative
"Kargo hızlı ancak daha 20. Sayfada renkli kartuş bitti uyarısı verdi üstelik çok az renkli basmamıza rağmen, sanki eksik doldurulmuş gibi, orijinal olamaz, LGS denemelerini basmak için almıştık ancak bir deneme basabildik, hiç hoş olmadı",negative
Hiç beğendim göğüs bölümü çok pot ve danteli kopacak gibi penti beni hayal kırıklığını uğrattın,negative
Berbatttt,negative
Xl almama rağmen kalıpları aşırı dar xs gibi,negative
tam bedenimi aldım kalıbı dar iade etmek durumunda kaldim,negative
siyah nokta temizleme berbat bu kadar mi dandik olur,negative
Cildimde kaşınma oluştu ilk kullanımda bir adette yengeme sipariş vermiştim onun ürününü iptal ettim öyle fenomenlerin ayıla bayıla önerdiği bir ürüne daha da inanmam böyle bir çok ürün aldım hepsi sorunlu çıktı ve tamamen kalitesiz fiyatı uygun olabilir ama sonuçta biz bunu cildimize kullanacağız bir puan bile vermek istemem fakat en düşük bir puan var ne yazık ki .,negative
"Ürünü  kullanmaya başladıgimdan beri saçlarımı  matlaştirdi,tararken çok zorlanıyorum  dedikleri dolgunlaştirici etkiyi goremedim daha beter dökülme  yaptı",negative
kötü......,negative
Kalem tek uçlu ve açık kahve rengi geldi.Satılanla hiç alakası yok.,negative
"yuzumde dokulmeler oldu,ve dusurdu yuzumu,suan toparlamaya calisiyorum,almayın",negative
Saçlarınız kuru sert kıvırcık işe pek işe yaramıyor,negative
Kumaşı çok kötü kalıtesiz aşırı ince dikiş hataları çok fazla etıketı bıle ön tarafa dikilmiş kalıbı modelı güzel ama kumaş fiyasko,negative
süngerleri çok begenemedim makyaji çok emiyor ama fiyati uygun,negative
hızlı kargo 📦 muhteşem ürün ❤ ilk başta şarj olmuyor diye düşündüm şarjı bitmeden takmamak gerekiyormuş teşekkürler 👏,negative
öyle çok sıkmıyor normal sanki badi giymişsin eski korsem daha iyi di aldığıma pişman oldum,negative
Kalitesi çok düşük kıllar dökülüyor ve çizimde form veremiyorsunuz yuvarlak çizerken başka birşey çıkabiliyor ortaya biraz daha para verip daha iyi birşey alınabilir,negative
yeni kullanmaya basladim.ufaktefek lekelerim var umarim gecirir,negative
Uzerimde pot durdu kalın kumasi mankendeki gibi durmuyor kesinlikle almayın.,negative
Kokusu aşırı derecede rahatsız edici hiç beğenmedim,negative
Benim saçlarım kabarmaya meyilli yeni geldi denemek istedim normal taraktan hiçbir farkı yok yine açmakta zorlandım ve taradıktan sonra bayağı kabardı malesef boşa alınmış bir ürün oldu,negative
resmen bozuldu 2 kere kullandım şaka  gibi rezalet,negative
hiç kalıcı değil maalesef,negative
Hiçbir işe yaramıyor. Aksine yüzünüzde soyulan bir tabaka bırakıyor.,negative
Bu ürünü mağazadan alıp kullanmıstım ve çok memnun kalmıştım. Fakat bu sefer stopper kısmından 2.kez fırcasını çıkarmaya çalıstıgımda fırcanın sunger kısmı ile sap kısmı ayrıldı.,negative
Kumaşı kötü toplayıcı özelliği yok ve ilk yıkamada tüğlendi,negative
işe yaramadı,negative
Pek etkisini göremedik. Ama gene de denemeye değer diye düşünüyorum.,negative
Ürünün pompası çalışmadı aldığım andan itibaren .bende yinede kullanmak istedimbir sekilde  kullanmayı denedim Kullandığım süre psikolojik olarak beyazlama hissediyorum ancak asla gözle görülür bir fark olmadı açıkcası hiçbir işe yaramadı kullanmanızı tavsiye etmem gereksiz para harcamayın derim,negative
Göründüğü gibi değil kumaşı çok ince ve üstü bedene tam oturmuyor saçma sapan çok kalitesiz bişey. Almanızı önermem,negative
Kalite kötü,negative
"ürünu yaklasik olarak 4 ay kullabildim, ilk etapta hiz ayari bozuldu daha sonra acma kapama dugmesi ve en sonunda kendi kendine durduk yere acilip kapanmaya basladi. Ici hep paslanmisti, su gecirmez diye dusunmeyin asla.",negative
Yorumlara bakarak aldım çok kötü bir ürün leş gibi kokuyor kesinlikle kullanamadım,negative
Fotoğrafta göründüğü gibi değildir.,negative
Ürün çok kötü incecik kağıdı,negative
Ürünün başlık kısmı sıkıntılı çıktı. Düzgün püskürtmüyor. Kolonya gibi sürmek zorunda kaldım.,negative
Gözümü morartmış gibi akıyor. Hiç memnun kalmadım,negative
Rengi çok açık,negative
"göründüğü gibi gelmedi , kalın bantli değil normal uzun corap gibi ayni",negative
çok beğenmedm,negative
Süngerinin kalitesini düşürmüşsünüz.,negative
Hiçbir etkisi yok. Boşuna almayın,negative
Hiç beğenmedim. Kaşı sabitlemiyor. Kullanışlı değil almayın,negative
Çok kötü tüyleri çok az geldiğinde hepsi dökülmüştü ve şapkası takılmayacak kadar küçük ve sökülmüştü tüyleri,negative
Çöp işe yaramıyor,negative
dikişleri sağlam değil ilk giydiğimde yırtıldı resmen,negative
çok büyük umitlerle almıştım artik sivilce çıkmayacak diye düşünerek ama olmadi. Yetmezmis gibi etkisini kaybetmis sivilcelerimi de yeniden canlandirdi. sakın almayın yazik paraya,negative
Kalite Ürünün yapısı hiç güzel değil. Kapatıcı etkisi yok. Daha çok aydınlık veriyor o kadar.,negative
"Hiçbir işe yaramadı, duştan sonra da denedim, gözenekler açık olduğu vakitte. Maalesef işe yaramıyor. Geri iade ettim.",negative
asla markendeki gibi durmuyor,negative
İğrenç ve kalitesiz bir ürün sakın satın almayın paranız çöpe gider ürünün arkasındada durmuyorlar !!!!!!!!!!!!,negative
Ürünü uzun süredir kullanıyorum vaat ettiği şeyleri yapmamakla birlikte cildimi aşırı yağlandırdı paranızı çöpe atmayın,negative
Berbat ötesi...,negative
ürünü yeni kullanmaya başladım nemlendirme öncesi iyi oluyor. ama sivilcelerim çoğaldı gibi,negative
Memnun kalmadım,negative
canımı acıtıyor ama tüyleri kopartmıyor. tüyleri tutuyor ama kopartamıyor. tavsiye üzerine almıştım ama memnun kalmadım. almanızı tavsiye etmem,negative
Fotoğrafla alakası bile yok.,negative
berbattttt! 30 derecede hassas programda yikamama ragmen boyu cekti ve diz yapiyor kesinlikle bana inanabilirsiniz bu fiyata asla değmez,negative
Spor için uygun değil ve iç gösteriyor,negative
kutusu büyük ama yarıya kadardı yağ ile tuzunu karıştırdıktan sonra. yarısı boştu yani neredeyse. birde topukta sertlik falan varsa bur işe yaramıyor. zeytinyağı ile ovalasanda aynı etki yani. boşuna para vermeyin derim 👎,negative
fiyatina gore iyi,negative
Beğenmedim,negative
Ürün koruma bandı yok ona göre alın,negative
eşim için aldım gayet güzel resimdeki ile aynı,negative
beğenmedim,negative
Felaketti 🤦🏻‍♀️,negative
"Hiç beğenmedim çok ıslak ve kötü kokuyor , çocuğumu da pişik yaptı .",negative
Bir hafta kullandım demirleri hemen çıkmaya başladı Penti markasına hiç yakışmadı böyle bir ürün kesinlikle almayın,negative
inanilmaz berbat bir ürün 1 ay sonra bozuldu. Kesinlikle tavsiye etmiyorum. Paranizi cope atarsiniz. bu fiyat çok çok çok fazla.,negative
"Çok kaliteli bir ürün değil, taytta S beden giymeme rağmen M bile olmadı.",negative
Faydası yok normal kil,negative
Göründüğü gibi değil tutmadu,negative
Yorumlara bakarak almıştım ama hiç beklediğim gibi gelmedi oldukça büyük bir fırça,negative
Çok sert hiç rahat değil.Beden küçük,negative
kötü hemen parcalandi,negative
Ucu kırık geldı dedikleri gıbı de akmayan  degıldı akıyor ama çıkmıyor anlamadım nasıl bir şey,negative
"Torpunun metal kısmı fazlasıyla yumusak.. Torpu sırasında çok fazla esniyor, tırnağa rahat sekil verilmiyor",negative
kıkıfı çok erken bozuluyor,negative
"Kalıbı çok küçük, iç gösteriyor ve fazla kısa",negative
Kalem yazmıyor,negative
Ütün çok kötü çıktı yorumlara aldanarak almıştım keşke almasaydım,negative
İnce uçlu değil içindeki yapısıda kalitesiz kesinlikle hayal kırıklığı,negative
Kalitesi güzel ancak s/xs almama rağmen aşırı büyük geldi. İade ediyorum,negative
hiçbir etkisi yok sadece parlatıcı olarak kullanılabilir,negative
Berbat renk asla vermiyor çok kalitesiz bu paraya çok yazık,negative
Kalıbı çok geniş kendi bedeninizin bir beden küçüğünü almanız daha iyi olur,negative
"İğrenççç !!kesinlikle almayın iade etmedim ama gerçekten çok kötü bir ürün üzerinize yapışıyor ,elektrikleniyor ,hiç fotoğrafdaki gibi durmuyor üzerinizde almayınnn . Ve kumaşıda kötü yakıyor .",negative
ben pek faydasını göremedim lekeler üstünde 2haftadır kullanıyorum ama nemlendirici olarak idare ediyor,negative
hiç güzel değil kartları okumuyor,negative
masaj aletini alırken şarj yada pilinin olmadığını fark etmedim bu nedenle kullanımı zor geldi iade edicem.,negative
"beğenmedim,  iade 👎",negative
Ürün forever yazıyor xolo diye bir marka geldi çok sık küçük küçük ben memnun kalmadım elimle temizlersem daha temiz olur,negative
Daha önce kullanmadıysanız görsele göre almayın açık renk çünkü,negative
et makası işe yaramıyor küçük makas hiç keskin değil önermem,negative
Oldukça kalitesizdi.Hemen fırçaları döküldü sonrA içindeki plastik kısmı içine gömüldü ve evde öylece duruyor kullanamıyorum,negative
Kalıbı tam oturmadı iade ettim,negative
"Beğenmedim , tutmuyor akıyor boya",negative
2 adet istedim 1 adet gonderildi,negative
leopar güzel değilmiş bedeni de olmadi,negative
Tavsiye üzerine mevcut izlerim için almışken daha ilk tüpten 5 sivilceye ve kapalı komedona yol açtı kesinlikle önermem şimdi yeni izlerle uğraşmak zorunda kalacağım verdiğim para da cabası,negative
berbat ötesi bir ürün iade edeceğim.,negative
Düzenli kullanmama rağmen gözeneklerde herhangi bir değişiklik olmadı .hiç etkili değil,negative
Renk vermiyor,negative
penyesi hoşuma gitmedi ayrıca bedenler dar normal bedeninizden büyük almanızı tavsiye ederim.,negative
Çok beğendim dokusu çok güzel ❤️,negative
Hiçbir etkisi olmadı. Maalesef fazlasıyla abartılan bir ürün.,negative
"Ürün ilk geldiğinde güzeldi, hatta şarjı bitene kadar cildimde gözle görülür bir fark da oluşturdu fakat ürünün sarjı bittikten sonra günlerce sarj etmeme rağmen bir daha çalışmadı. Bu yüzden tavsiye etmiyorum.",negative
Saçı yumuşatmıyor sadece kısa süreliğine güzel kokuyor,negative
kokusu çok ağır geldi bana beğenmedim,negative
İnce bir görüntüsü var iç gösteriyor,negative
"sivri sineklerden korumuyor, kargo şirketi aşağıda posta kutusuna bırakmış. yeter artık bu kargo çalışanlarının uyarılması lazım, görmesek orada kalacak",negative
Çok fazla güzel bir şey beklemeyin.Dantelin dikişi güzel değil hemen sökülebiliyor.,negative
"kokusu çok kötü, yeni bir ürün ama bence tutmaz..ayruca mendilide çok ince ve küçük..beklentimi karşılamadı.",negative
ürünün dikisleri ve kumasi hiç iyi değil memnun kalmadim disarida kullanamiyorum malasef,negative
Mankendekı gıbı degıl tavsiye etmiyorum kesinlikle almayın,negative
Kokusu çok hoş kalıcı olsun diye set halinde aldım ama kalıcılık yok maalesef,negative
"Bir süre kullanıp öyle yorum yapmak istedim. Emzirme dönemimde saçlarım çok döküldüğü için bir çok influencerın tavsiyesi üzerine aldım. Gerçekten çok çok kötü. Saçlarımı sertleştirdi ve dahada cansız,nemsiz görünmesine sebep oldu. Saçlarım sertleştiği için daha çok dökülmeye başladı. Setin içerisinde yer alan her bir ürün için tam anlamı ile hayal kırıklığı diyebilirim.",negative
memnun kalmadım,negative
"m aldım aşırı bol durdu Boğaz kısmı bu kadar dar aşağı kısmı böyle esnek,iade ettim 👎🏻",negative
3 ay boyunca kullandım ama faydası olmadı,negative
Kesinlikle görselle alakası yok. Yüksek bel derken yanlış belirtmişsiniz arkası yüksek bel önü düşük bel. Paranın hakkını veremedi ne yazık ki 😒,negative
"İnce telli ve açık sarı saçlarım var, rengimi biraz kırmak ve bakıra yaklaştırmak için almıştım. Daha önce saçımı boyamadığım için diğer boyalarla kıyaslayamam ancak saçımın renginde bir değişiklik gözlemlemedim ve saçımı yumuşatmadı. Sadece saçınız  gözünüze belki daha parlak gelebilir.",negative
ürünü ilk v,negative
hiç beğenmedim far away gibi kokmuyor,negative
çok çok kötü,negative
Belli oluyo kıyafetten iyi yapışmıyo,negative
kesinlikle soğuk kaynak falan alakası yok,negative
Hiç beğenmedim yapısı kötü,negative
Çok kalitesiz bir duruşu var iade malesef,negative
Kalıp aşırı dar ve kaliteli bir kumaş değil,negative
"Reklamı iyi yapılmış bir ürün. Abartıldığı kadar bir etkisini görmedim, üç haftadır kullandığım halde lekelerde herhangi bir değişme olmadı.",negative
Ürün kalitesi kötü hemen rengi gidiyor iz kalıyor sadece,negative
Beğenmedim,negative
Ürün bir haftada bozuldu çalışmıyor o yüzden iyi bir ürün olduğunu söyleyemem aldığıma pişman oldum,negative
Tam anlamıyla rezalet hiç beklediğim gibi değil sovalenin ayakları durmuyor uyduruk birsey verilen paraya değmez asla,negative
BERBAT Bir parfüm ancak bu kadar kötü olabilir,negative
Alın kesin (!),negative
Etkisini göremedim,negative
Kagıt gıbı hıc güzel degıl,negative
İç belli ediyor,negative
Sivilce karşıtı yazıyo burada ama bana sadece yüz temizleme jeli olarak geldi kesinlikle üstünse sivilce karşıtı yazmıyo ve hiç bir işe de yaramıyo daha çok sivilce yaptı aklınız varsa gratis vs marketlere gelince alın hem daha ucuz orda hemde en azından üstünde yazanı alıyosunuz verdiğim paraya değmiyor çöpe gitti hep,negative
Cidden almayın bence çünkü kılları ilk kullanımda alıyor ondan sonra almıyor,negative
Kaşlarımı kopardı Fırçası sert ve kalem yumuşak değil kaşı koparıyor.,negative
yararsız ürün boş yere almayın,negative
Çok küçük geldi,negative
Esmer tenliler sakın tercih etmesin yorumlarda Sarı alt ton yazıyor diye aldım bembeyaz durdu suratımda kapatıcılığı da iyi değil,negative
Tavsiye etmem,negative
Biraz sert bir şampuan ve saçlarımda hafif kepek yaptı kullanmayı bıraktım,negative
"Kalitesi, duruşu çok kötü. Üstünüze giyip dışarı çıkabiliceğiniz bir kumaş değil iade edeceğim",negative
Fırçalar silikon ve güzel taramıyor kaşı. Malesef beğenmedim.,negative
Kokusu kalıcı değil pişman oldum,negative
ürün geldi.berbat şekilde.oksidasyon kremi akmış.kutuları bile parçalanmış.bidaha almam.çok beklettiler.ama değmedi.,negative
Jel patlamış ve herywrw akmış içinde 1 gram bile kalmamış ayrıca sıfır ürün de değil ağzında kullanmadan önce açtığımız güvenlik bantı yoktu ürünün yeniden gönderilmesini istiyorum acilen,negative
Daha kaliteli olabilirdi,negative
Fiyatı uygundu fakat küçük bir tüpte geldi beğenmedim,negative
Ürünün kumaşı maalesef çok kötü. Yazın üşütür kışın terletir. Yani poşetlerden geri mi dönüştürdünüz anlamadım. Ama duruşu iyi ve naylon olduğu için 834738 sene eskimeyeceğini düşündüğüm için iade etmiyorum. Çeşit olsun dursun bir köşede.,negative
İğrenç bir ürün berbat ötesi nefes alamadım sakın almayın,negative
ürün kalitesi çok kötü daha giyer giymez tayti sokuldu 2 yerinden,negative
ürün yagli hissi birakiyor. sivilce yapti.  karma ve yagli ciltler icin hiç uygun değil.,negative
Hiçbir etkisini göremedim,negative
Almayın aldırmayın sivilce yapmaktan baska bisey yapmadı,negative
"ürün çok sivilcelenme yaptı ,o yüzden sevmedim",negative
Bu kadar kötü bı eyeliner olamaz balçık gibi bı kıvamı var asla ince değil ucu bayağı kalın keçe yani kuyruk falan asla yapamıyorum,negative
Siparişimde verdim ve ağda yağı çıkmadı,negative
İlk geldiği gün çok güzel koktu. Alalı bir hafta oldu sayılır içinde var ama kokmuyor bozuk mu bu şeklide mi bilemedim.,negative
Ürünün kalitesi iyi ancak belde durmuyor lasiği yuvarlanıp toplanıyor hiç kullanışlı değil değişim/iade yokmuş boşu boşuna 2 adet aldığımla kaldım,negative
ürün çok kötü.yorumlara bakarak aldim gerçekci değil etleri kesmiyor bile çok uzuldum iade edecegim mecburen,negative
Hiç bir etkisi yok paranız boşa gider. Almayın,negative
Hiç güzel kokmuyor,negative
Yorumlara güvenerek aldım fakat kesinlikle memnun kalmadım. Öncelikle koruma yapışkanı yoktu. Hijyenik mi bunu bilemediğim için gönül rahatlığıyla kullanamıyorum. Sürülmesi işe çok zor. Ayrıca saatler geçse bile yeni sürülmüş gibi sürekli ıslak bir görüntü var ve bu parlak parlak durduğu için pek hoş olmuyor. Zaten silikon gibi komple elinizle kaldırabiliyorsunuz. Gözünüze ağırlık veriyor.,negative
Aldım ve aldığımda sadece bir kere giyinebildim çünkü tiftiklendi çok kötü oldu şimdi evde pijama olarak giyiyorum.,negative
"çocuklarıma sıktım ,denemek icin kendime de sıktım.Ama malesef hiç bir faydası olmadi.Tamamen hüsran.",negative
Daha alalı 1 ay oldu hemen bozuldu kesinlikle tavsiye etmiyorum,negative
çok kalitesiz almayın,negative
Ürünün kalıbı olması gerekenden çok daha büyük ve iade edilemiyor çöp 👎🏼,negative
Kesinlikle almayın 2 gün oldu alalı ve bozuldu kendi kendine ışığı yanıp sönmeye başladı açılıp kapandı paranıza yazık edersiniz ürünün içini altından görebiliyorsunuz açıkcası ben çok üzüldüm yani,negative
Gayet güzel,negative
hiç güzel değil tavsiye etmiyorum,negative
Hiç bir mantığı ve kullanışlılığı yok. Asansörlü kalem sanıp almıştım ve bunu da kimse yorumlarda belirtmemiş. bir iki kullanıma çöp olacak bir kalem. Almayın paranıza yazık,negative
Şarj o kadar da gitmiyor 2 kullanımda bitiyor hemen sarj,negative
Katlanıyor kullanışlı gelmedi,negative
Kumaşı kalitesiz olduğu için beğenmedim,negative
"siparıs verdiğim en tuhaf ürün,hiç olmadı,saçlarım yapış yapış",negative
Ben bu ürünü bilmiyorum hediye için almıştım ama ulaştırma ve kargo bakımından çok kötü hiç tavsiye etmiyorum pişman oldum keşke almasaydım,negative
Ayak bileklerime sürdüm şişirdi. Sandaletleri bağlayamadım sabah. İnmezse hastaneye gideceğim.,negative
beğenmedim hiç memnun değilim iç çamaşırları denenmeden alinmamali,negative
Hiç beğenmedim köpük köpük oluyor ve içinden sürü halinde çıkıyor mendiller,negative
ürün aynısı geldi kumaş çok güzel fakat fotoğraftakinden daha kısa geldi sadece bikere yikadim ve şuan sadece gogusumu kapliyo birde ürün enine çok esnedi maalesef kumaşı dışında hiç beğenmedim,negative
rengi çok açık geldi.Sarışınim.Hayalet gibi oldum beyaz tenli olmama ragmen.2 numara alın tavsiyem .,negative
ürünün kendisi güzel düzenli kullanımda.,negative
34 beden istedim L geldi ve içi gösteriyor çok tavsiye etmem  kalitelide değil kadının neden oturarak poz verdiğini anladım hiç güzel değil,negative
beyazlarımı kapatmadı beğenmedim,negative
ürün göründüğü gibi değil kesinlikle siyahstedim beyaz geldi filelerde hiç göründüğü gibi değil kesinlikle,negative
berbat. kumaş asla böyle değil,negative
ürün bayağı kötü bedeni olmadı çok genis duruyor fotograftaki ile alakası yok,negative
"Beklentimin altında bir performansa sahip, bir etkisini görmedim",negative
Ürünü kullanınca saçlarınız kazık gibi oluyor,negative
hiç güzel kıvırmıyor ve metal kısmı kirpikte keskin bir iz yapıyor,negative
8 aylık bebeğimin cildini kıpkırmızı yaptı ock ağır kokuyor.,negative
"Ic gösteriyor, ayrıca pek kaliteli bulmadim",negative
Oglum elini ve bacağını karalamış ÇİKmİYor kutusunu atmamaş  olsa idim iade wdecektim,negative
resimdeki gibi kaliteli deyil tavsiye etmem aşmayınız hayal kırıklığı,negative
"2 li micelar yaziliyor,amma aslinda 1 tane gelmis((((",negative
Net bir etkisini görmedim.,negative
hemen tüylenme yapıyor indirimden uyguna almıstım kesinlikle değmez,negative
Telleri cikiyo rahatsiz ediyo kumasi rahat yumusacik kullanamadim begenmedlm,negative
Rengi soluk geldi beğenmedim kalıbı dar,negative
Çok memnun kalmadım,negative
Sadece titreşimi hissediyorsunuz hiç bir işe yaramıyor ambalajını atmasaydım iade edicektim elimde patladı 👎🏼👎🏼👎🏼,negative
Fiyatina göre kalitali sadece iç gösteriyor,negative
Hiç beğenmedim gerçekden pişmanım aldığıma,negative
36 beden olmama rağmen 75 alt çamaşır o kadar dar oldu ki tek bacağımdan geçmedi. Sütyen işe 2 dakika denemek için takmama rağmen çok iz bıraktı iade ettim. ama kargo parasını keserek iade verdiler. hiç memnun kalmadım,negative
"Karma, hassas ve akneli bir cilt tipim var. İnternette bayağı övgü dolu yorumları okuyarak aldım fakat tam bir fe la ket!! Yüzümü çöle çevirmekten başka bir şey yapmadı, 2 dk bile duramadım çok hızlı kuruyor, cildi geriyor ve kaşındırıyor. İşe yaramıyor",negative
Nemlendirmesi yetersiz hayal kırıklığına uğradım,negative
kötü kalitesiz,negative
"Hiç ama hiç memnun kalmadım hayatım boyunca kullandığım en iğrenç ped,çok sızdırıyor asla güvenmeyin tamamen hayal kırıklığı",negative
valla yorumlara bakarak aldım herkes çok övmüş ama ben hiç beğenmedim nedense. zayıf olduğum içinde iki top arasına cildimi alamadığı için pek etki göremedim tavsiye etmem,negative
Ürün güzel ama kargo çok yavaş,negative
çok  fazla dudak içi birikme yapıyor.,negative
"Hiç beğenmedim, çok kaygan sanki dürülmemiş gibi duruyor",negative
Tek yaptığı dudağı cayır cayır yakmak kesinlikle tavsiye etmiyorum,negative
başarısız.,negative
Kokusu iğrenç ne yapıcam bunları düşünüyorum cidden,negative
kesinlikle alinmamali. aşırı kalitesiz bir ürün. indirimden almama ragmen o parayi bile haketmiyor,negative
